sample_id,group_id,split,label,dataset,image,sha256,bytes,width,height,seatbelt_state,confound_note
050-positive,050,calibration,1,passenger_smoking_100,050.jpg,8c59b48421de4ae90a267c08b23a18d6aecf855c2ee63e46d703593b7d6bba3c,495032,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
050-negative,050,calibration,0,passenger_unbelted_nonsmoking_100,050.jpg,6ba0c8899ef345d22c3a27f8cb12d9587cb02eb4e071cc2691e4978d87766f93,417042,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
051-positive,051,test,1,passenger_smoking_100,051.jpg,51ca0e1ac0d53d6cd7fd1fa739ddc31f7d2e35c1f4325624bcea496d83d4c296,401772,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
051-negative,051,test,0,passenger_unbelted_nonsmoking_100,051.jpg,4fad3cff705bd7edac1fe676d3494b5488f717180e2f500bb4019e705359f8fe,437267,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
052-positive,052,test,1,passenger_smoking_100,052.jpg,f022c1b2a9af947c23a4a9a0f2cc3bd843bd26e59424968f33545b9af6ff40a3,451619,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
052-negative,052,test,0,passenger_unbelted_nonsmoking_100,052.jpg,2ae0d48a3704d6df423b9246cf28d01d41455bceed7211231473e0ab12af769f,375653,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
053-positive,053,test,1,passenger_smoking_100,053.jpg,16587126b20d0db56b312b20b24ef5a198e3a5f5718e18a9bfbb8cae2954ca16,434889,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
053-negative,053,test,0,passenger_unbelted_nonsmoking_100,053.jpg,6d5e629f0c3e561041ef1b957d177593ca07cba9090e5d09a8e45cc18be31114,536864,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
054-positive,054,calibration,1,passenger_smoking_100,054.jpg,e07db1295c9d845d6be53bdf713364115a2d3750ddc6912abd35954e381bc0f0,482089,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
054-negative,054,calibration,0,passenger_unbelted_nonsmoking_100,054.jpg,1b0d7393a0d259914dd2b15ff13d8e2904b46fa3e64ba455f44836aec98e5288,426922,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
055-positive,055,calibration,1,passenger_smoking_100,055.jpg,29d3a0e2dc2a57a3516153c47e8ea1b18ef75135bdf832e24dcf2e757a471ba4,409571,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
055-negative,055,calibration,0,passenger_unbelted_nonsmoking_100,055.jpg,464a07ad0ffc6101afe5ea9e1a0554555cfb469eebfd8655d0db32664e667717,473183,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
056-positive,056,test,1,passenger_smoking_100,056.jpg,9fa18a7280a49f41c60725e925768fce3225f501996d38f244e8c560c6c7f746,454037,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
056-negative,056,test,0,passenger_unbelted_nonsmoking_100,056.jpg,a6cc5a9933e7d706577d0b1d4ceff188c89060de691132c091d5883c1c4c0560,494933,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
057-positive,057,calibration,1,passenger_smoking_100,057.jpg,35ef807fa0de9939185ab8661c2e57fb5c404e61b0fceb2b7b7ced01932faab8,450170,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
057-negative,057,calibration,0,passenger_unbelted_nonsmoking_100,057.jpg,347c37d10b9ea5c36c041273eeae4d4f8b1fe6b3c4b53f9a35c4852f98c87155,425285,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
058-positive,058,calibration,1,passenger_smoking_100,058.jpg,a7e471a1e72a2f0e147c28238a710a65657b5ccd0b4e5dbaa4e5b33b00d5a5a2,406184,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
058-negative,058,calibration,0,passenger_unbelted_nonsmoking_100,058.jpg,9357542f6c81e2b78ae9a065a6e83012c1a6d24874a9366c61f63a86746704e6,405577,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
059-positive,059,calibration,1,passenger_smoking_100,059.jpg,969464c2e14704fdcc7748d814282cd7521c059d134665f6587df3145fbafa95,418019,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
059-negative,059,calibration,0,passenger_unbelted_nonsmoking_100,059.jpg,6d8e0c28d58fd37e1eef22a125aea32a4712d80451b24c449b77fc94111b2d83,460171,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
060-positive,060,test,1,passenger_smoking_100,060.jpg,ed08d7afe9f5a7f9780428f05237277589d55b98f4be2c568f48b50f5884802b,439598,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
060-negative,060,test,0,passenger_unbelted_nonsmoking_100,060.jpg,4d7e42dfad7530c99c700af1d2a14a581e1991fe8339708a89ed6df102bb949d,518145,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
061-positive,061,test,1,passenger_smoking_100,061.jpg,3b7419311b1c31a1a4cd2020188bb288d0cbe6d3e05016ee54eaf35ff6de4e71,422791,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
061-negative,061,test,0,passenger_unbelted_nonsmoking_100,061.jpg,80ebeb3bd48e69803fb00b6db0d44f3e9d557030f61862f3de03d1339d6906ad,480422,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
062-positive,062,calibration,1,passenger_smoking_100,062.jpg,addb1f20f722630c29d1095b4e2ee789a2ab366d8097a79812c9dda45b02b1fe,480056,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
062-negative,062,calibration,0,passenger_unbelted_nonsmoking_100,062.jpg,8c7c5128525b4e9607b639f74d0ad1db24edd2f41e69e0fdbc4bf65599d60263,379289,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
063-positive,063,calibration,1,passenger_smoking_100,063.jpg,5fd7a1c6739ff969fd8d4bb255a446e6f252fba17c33237eb2e4eb941112486d,442464,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
063-negative,063,calibration,0,passenger_unbelted_nonsmoking_100,063.jpg,7347a842dbfddf36f9c15a56c3c147fb275b068051ea672ccd947426766206fe,388156,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
064-positive,064,calibration,1,passenger_smoking_100,064.jpg,d84bcaed6ef8f21e31f85094f3bd34090fe808d1def09fc717a48ef3acabb3fb,428845,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
064-negative,064,calibration,0,passenger_unbelted_nonsmoking_100,064.jpg,ed27eb946badcbeb2208f686935ecdf41fce393efa176ab87473a34e7f903f8f,416539,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
065-positive,065,calibration,1,passenger_smoking_100,065.jpg,fa43eead24268dcfcaed26133f1258b593019e1085506a8bb10800eaa08f359c,525157,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
065-negative,065,calibration,0,passenger_unbelted_nonsmoking_100,065.jpg,6299bc6900e97311d0601e1f08663230ac8a8f038a6f99369bf10924dcd75875,465816,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
066-positive,066,test,1,passenger_smoking_100,066.jpg,ba7f4004f6f4922422627f5f05556474c75ecb5aa4f81b9997ed15a8350bd9a7,475933,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
066-negative,066,test,0,passenger_unbelted_nonsmoking_100,066.jpg,c6848cecabc7d6d39675210ef1eb0eedc38f8ecdf6ecc51f32bbfdeca9709957,425583,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
067-positive,067,calibration,1,passenger_smoking_100,067.jpg,6d8fff911a461531dde51b4fc57bad6612ded08256ca65865e31373f6501a983,424097,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
067-negative,067,calibration,0,passenger_unbelted_nonsmoking_100,067.jpg,94c28c66c0a9ac99db7685184b56af9a46d75c76c9cd5f0160e294104533e3bd,489804,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
068-positive,068,test,1,passenger_smoking_100,068.jpg,95a20ad9a5d76db5a99b254b8c7ad8d215f9a6c88cf135c3ce5e17de69b28139,493076,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
068-negative,068,test,0,passenger_unbelted_nonsmoking_100,068.jpg,6ad8492a04e66e0c0f860ce3971b8546b588cd8305ff337fa9c788c6a8c44c8d,400663,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
069-positive,069,test,1,passenger_smoking_100,069.jpg,e096434b1590a834dfab70266156d805c62279511deee2155c81aea318be4037,405233,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
069-negative,069,test,0,passenger_unbelted_nonsmoking_100,069.jpg,092873a8b49b8e8756ce6773c709a0cc245ab874af36b297b40f9bf3995d458c,446967,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
070-positive,070,test,1,passenger_smoking_100,070.jpg,6f6867be841323da99360a8349161088bcb83d5b1686efe4f6a48b149f8d9c7f,537251,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
070-negative,070,test,0,passenger_unbelted_nonsmoking_100,070.jpg,4fbe6f4387b32c78b118a29cf32ac57f9cf318e05de5883431b5258dec303f99,466656,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
071-positive,071,test,1,passenger_smoking_100,071.jpg,87250a5cbafa7a3717af2a1cd976a8708ce35c559eb473c4e31449ffc518dce7,437028,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
071-negative,071,test,0,passenger_unbelted_nonsmoking_100,071.jpg,e22d4f729b048f93818a9c704913d04bacfb0d8ee8c20f8e03e325126371f29c,424118,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
072-positive,072,calibration,1,passenger_smoking_100,072.jpg,366b292e0a57f01b37ebe13021bc65670a67b5314bea2a172827fcdc64bcd73a,428079,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
072-negative,072,calibration,0,passenger_unbelted_nonsmoking_100,072.jpg,397d80b407bd19a080eec9f5e11459b01dce49a61e750dd11f97cd1699975cda,419259,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
073-positive,073,calibration,1,passenger_smoking_100,073.jpg,c62ffcfafaee8fdd33f7e5b61bd272a8aa9ded0e437bb0b933f3f70dcfa5c9c0,436044,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
073-negative,073,calibration,0,passenger_unbelted_nonsmoking_100,073.jpg,e3076c8c24e51036b35f9b00af27b93a00651ee16f0f62d7a42369665f67adb0,444115,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
074-positive,074,calibration,1,passenger_smoking_100,074.jpg,1798bbed77f233558ac4d74b6d69093e601f4160ad33fc0c486f55c4aee28a4b,521453,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
074-negative,074,calibration,0,passenger_unbelted_nonsmoking_100,074.jpg,d1074a1337dc253160f1fce79c1b6949bb3dfcbe0ac5308b42bf9c7e31c2d3c7,406465,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
075-positive,075,calibration,1,passenger_smoking_100,075.jpg,c97445da64688534cc4733c7817d604b201b0fa52b24f0825b419580c5ea0e58,428272,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
075-negative,075,calibration,0,passenger_unbelted_nonsmoking_100,075.jpg,8a743b8d53bdfc9b1388229c3f199374e60decf36d72c16fe50a544c1c0813b3,638966,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
076-positive,076,calibration,1,passenger_smoking_100,076.jpg,4120aff7a0c4111c7d3f8945fe51027a76bea7daf4feda1f498f3efc83089106,496316,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
076-negative,076,calibration,0,passenger_unbelted_nonsmoking_100,076.jpg,a87de85a381c93b428e91252951d9e2aadd648843d162d2af5b1896aa85e42f6,506507,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
077-positive,077,test,1,passenger_smoking_100,077.jpg,eaaeee2024350c044a30250a20b3c1405e99b8f818c9bede18a8d6d4e9dd4994,501407,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
077-negative,077,test,0,passenger_unbelted_nonsmoking_100,077.jpg,74d28c8cc98111d0349ac3e5d0ae9b8b7fb498eb8480d5761f72379584250fbf,473806,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
078-positive,078,calibration,1,passenger_smoking_100,078.jpg,24eae5ea6b6756ee71050597f2d4275461e6ee49504d75b27d35130e6a6adb31,510616,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
078-negative,078,calibration,0,passenger_unbelted_nonsmoking_100,078.jpg,f56478b86dbd857592221849de6e28a95b647d9857f221c03a56df10212227c6,455073,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
079-positive,079,calibration,1,passenger_smoking_100,079.jpg,9ef4da5542b9d02b338672a21bd5a1dcdf887290e38b9fe1da0c332ff02464b7,485559,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
079-negative,079,calibration,0,passenger_unbelted_nonsmoking_100,079.jpg,e05c4e632df4e833cd4bf19a4ac35cb811e30855fe5823f9cf75453e140c5333,470941,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
080-positive,080,calibration,1,passenger_smoking_100,080.jpg,3dac2b47533d4e6d5d9f17eb908156e6e29a879f9bf8790834ba4125b35f7ac0,435481,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
080-negative,080,calibration,0,passenger_unbelted_nonsmoking_100,080.jpg,edbc81e20ab6a1e4c3954f7de674f7f0202c3c5d9805a6509b431b053a7e675b,421990,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
081-positive,081,calibration,1,passenger_smoking_100,081.jpg,611400191b5dd9384352bf69e293b3adf56602c61d969e8389a32c03462ba33a,471540,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
081-negative,081,calibration,0,passenger_unbelted_nonsmoking_100,081.jpg,3cbe28ed8e22aa45f8fab70ad483d6f29511430f49160eb4b6051d841195645d,411749,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
082-positive,082,calibration,1,passenger_smoking_100,082.jpg,afe6a5b838921a1759911b9ed5bab1c2c47cab9aebccce1c82c989c89d653a75,424837,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
082-negative,082,calibration,0,passenger_unbelted_nonsmoking_100,082.jpg,25140fba2f94fcaaf1f350b05e0c941f2007e06e1447d6e8581c1356d5aade56,468292,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
083-positive,083,calibration,1,passenger_smoking_100,083.jpg,5edbe79ff2e02ef8b5cf6c568d5ce6befd2af5ed9c493992203fcd618a7a9484,389113,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
083-negative,083,calibration,0,passenger_unbelted_nonsmoking_100,083.jpg,98198c777f498ca0d66f39b361dacd4074f8f8b57c61843cd74088806f5ab051,424614,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
084-positive,084,calibration,1,passenger_smoking_100,084.jpg,c74ba2aba6596e21d7f646d2ddd8bcf46baf174744f9d5bfb78890f36f617394,552678,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
084-negative,084,calibration,0,passenger_unbelted_nonsmoking_100,084.jpg,babc8f3030e79d5eab6da76bc3481b11a4c6e40c29163fd702ffaa6b239d8422,477194,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
085-positive,085,test,1,passenger_smoking_100,085.jpg,2322c7d3304dd81bed2df9ca4132a26679995bba0dd9e5c4e08ef5311ae70bb4,413047,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
085-negative,085,test,0,passenger_unbelted_nonsmoking_100,085.jpg,c1eb3961876dffdfe270046049038cb8fb56459f90450d7adc285fba900e7ce9,457024,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
086-positive,086,test,1,passenger_smoking_100,086.jpg,33aebb440ed3ea9f903a5c83c55a157ba6d4ee64678c4747d94fa24fde37757f,446398,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
086-negative,086,test,0,passenger_unbelted_nonsmoking_100,086.jpg,685c596aa094a990521395bc1231e1d6baa40b1a5b71971c45bff55a5a375e8c,413618,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
087-positive,087,calibration,1,passenger_smoking_100,087.jpg,4f9d8eb609b1972b2cc57837ec0495d311c0689644f988c4f3026efdfa548d48,424929,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
087-negative,087,calibration,0,passenger_unbelted_nonsmoking_100,087.jpg,f4736ebf69895ffe0c15856f5194e506b78b1f7d5612e44953991875c32471da,442086,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
088-positive,088,calibration,1,passenger_smoking_100,088.jpg,7a2ee0fb43994bd4a0098e3d0fa09c33248b75669156a99ca0e0629852948a3d,467706,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
088-negative,088,calibration,0,passenger_unbelted_nonsmoking_100,088.jpg,5ac85d9b7651ed5341cd4a274e9c7c4ee9201ab5458c354dcb84f873f7052344,394368,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
089-positive,089,calibration,1,passenger_smoking_100,089.jpg,b573fe7a26f44b66d0ab5c09fe28b754e4711e5e8d2838f96ddf6cf48c1bda93,455565,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
089-negative,089,calibration,0,passenger_unbelted_nonsmoking_100,089.jpg,1f40203b79c367b265470e42913bc22506466e23ff79348f980accc8a027211e,434603,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
090-positive,090,calibration,1,passenger_smoking_100,090.jpg,8e7f3d9590140669525a51f5a8e1d5a72d373b731090916f3fac01d5affae117,486962,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
090-negative,090,calibration,0,passenger_unbelted_nonsmoking_100,090.jpg,d6eeadc8903340d43221eaad41cac1986b532c6bb57cfbba9b7e031b3397e9e2,434786,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
091-positive,091,test,1,passenger_smoking_100,091.jpg,05f1a4412d1e6e62854233a25013d17d497d7f74c41cc025447353ee3ed2ec52,469177,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
091-negative,091,test,0,passenger_unbelted_nonsmoking_100,091.jpg,90e6d2702b41e58ee108d6d79081907724a51cda07ba99a76955de27c7b24cef,519376,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
092-positive,092,calibration,1,passenger_smoking_100,092.jpg,a7cc921096da0f3a2664e119978f45280c0d55b37c947d05d252563b34b7f116,487087,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
092-negative,092,calibration,0,passenger_unbelted_nonsmoking_100,092.jpg,a764da93c3ec131b5627d384cd56114101380492a2e0eeeb91e2c4fbedeec215,437050,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
093-positive,093,calibration,1,passenger_smoking_100,093.jpg,1bc2c51354def747f3731a62ebafa7b830fc64bb55b4c97e42884e3677eaa8f5,430647,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
093-negative,093,calibration,0,passenger_unbelted_nonsmoking_100,093.jpg,c3a7ad62e4834b2c20d1527ee87628a477e8dc86e278827ba8b5c73f8ca3d815,457287,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
094-positive,094,calibration,1,passenger_smoking_100,094.jpg,38a9aeae9902290f702fcf398d4850bfd7d51a381e55d797a3c39b29e24247be,535386,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
094-negative,094,calibration,0,passenger_unbelted_nonsmoking_100,094.jpg,52bb6dfeea6e6421045f6ae283730297d49ea0fd65ca3d11845fdc1f175bcd7c,375160,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
095-positive,095,calibration,1,passenger_smoking_100,095.jpg,503e087df0c1123b134e96972bfd7cc647984da8c38f346d87990a22beb2cd8b,474746,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
095-negative,095,calibration,0,passenger_unbelted_nonsmoking_100,095.jpg,94ce5682bdf13376236dd370ddcba5176d644f70ea2e3ce7788d86753f437f63,466111,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
096-positive,096,test,1,passenger_smoking_100,096.jpg,a49ce7260a42390e468e020013b3aa4e409c2aaec01b87f76a17275285bbd94e,407289,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
096-negative,096,test,0,passenger_unbelted_nonsmoking_100,096.jpg,eeb368b8e5939f86ce58a95c4d612a03da8506fb69ad2f5c1fd17a0710f187e3,475900,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
097-positive,097,calibration,1,passenger_smoking_100,097.jpg,42a309ba335c1e009f9ffc4cdd5af74aaa0a852c12cf747be5acf32e679a2673,478662,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
097-negative,097,calibration,0,passenger_unbelted_nonsmoking_100,097.jpg,2bb036688bbeeaf352294c2e37b0f9beb4b015a482e82145f6faf0bdd0f29f80,465343,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
098-positive,098,test,1,passenger_smoking_100,098.jpg,75a6871dc7abf6d218f5306b189a35255161017903f5fe8cef1c83bfd920bb94,417188,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
098-negative,098,test,0,passenger_unbelted_nonsmoking_100,098.jpg,b70ea3087ab2f3701e79f06192ccf0b2793a856432830b4c9e582bd1d587961a,393437,1920,1080,UNBELTED_BY_DATASET_CONTRACT,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
099-positive,099,calibration,1,passenger_smoking_100,099.jpg,be46abc050a56341371299037397e762d1b8dbf55d816cb4590db47e82ba958e,443748,1920,1080,UNKNOWN,The paired sets differ in smoking label and seatbelt state; this pilot cannot isolate smoking as the only causal factor.
